Run	Real_ratio	Bp	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
0	2.2544	2700	DNA_replication_origin	111624	30247847	8749	7.84	1051641	3.48	2.2544	0	0	0	
0	2.2639	2800	DNA_replication_origin	115624	30243847	9099	7.87	1051291	3.48	2.2639	0	0	0	
0	2.2728	2900	DNA_replication_origin	119624	30239847	9449	7.90	1050941	3.48	2.2728	0	0	0	
0	2.2721	3000	DNA_replication_origin	123624	30235847	9760	7.89	1050630	3.47	2.2721	0	0	0	
0	2.2706	3100	DNA_replication_origin	127524	30231947	10060	7.89	1050330	3.47	2.2706	0	0	0	
0	2.2719	3200	DNA_replication_origin	131273	30228198	10360	7.89	1050030	3.47	2.2719	0	0	0	
0	2.2695	3300	DNA_replication_origin	134973	30224498	10639	7.88	1049751	3.47	2.2695	0	0	0	
0	2.2616	3400	DNA_replication_origin	138644	30220827	10889	7.85	1049501	3.47	2.2616	0	0	0	
0	2.2552	3500	DNA_replication_origin	142244	30217227	11139	7.83	1049251	3.47	2.2552	0	0	0	
0	2.2502	3600	DNA_replication_origin	145777	30213694	11389	7.81	1049001	3.47	2.2502	0	0	0	
0	2.2460	3700	DNA_replication_origin	149277	30210194	11639	7.80	1048751	3.47	2.2460	0	0	0	
0	2.2419	3800	DNA_replication_origin	152777	30206694	11889	7.78	1048501	3.47	2.2419	0	0	0	
0	2.2381	3900	DNA_replication_origin	156277	30203194	12139	7.77	1048251	3.47	2.2381	0	0	0	
0	2.2344	4000	DNA_replication_origin	159777	30199694	12389	7.75	1048001	3.47	2.2344	0	0	0	
0	2.2309	4100	DNA_replication_origin	163277	30196194	12639	7.74	1047751	3.47	2.2309	0	0	0	
0	2.2276	4200	DNA_replication_origin	166777	30192694	12889	7.73	1047501	3.47	2.2276	0	0	0	
0	2.2244	4300	DNA_replication_origin	170277	30189194	13139	7.72	1047251	3.47	2.2244	0	0	0	
0	2.2213	4400	DNA_replication_origin	173777	30185694	13389	7.70	1047001	3.47	2.2213	0	0	0	
0	2.2184	4500	DNA_replication_origin	177277	30182194	13639	7.69	1046751	3.47	2.2184	0	0	0	
0	2.2156	4600	DNA_replication_origin	180777	30178694	13889	7.68	1046501	3.47	2.2156	0	0	0	
0	2.2129	4700	DNA_replication_origin	184277	30175194	14139	7.67	1046251	3.47	2.2129	0	0	0	
0	2.2103	4800	DNA_replication_origin	187777	30171694	14389	7.66	1046001	3.47	2.2103	0	0	0	
0	2.2079	4900	DNA_replication_origin	191277	30168194	14639	7.65	1045751	3.47	2.2079	0	0	0	
0	2.2055	5000	DNA_replication_origin	194777	30164694	14889	7.64	1045501	3.47	2.2055	0	0	0	
0	0.9795	100	gene	4400	30355071	2272	51.64	16001497	52.71	0.9795	0	0	0	
0	0.9804	200	gene	8800	30350671	4548	51.68	15999221	52.71	0.9804	0	0	0	
0	0.9791	300	gene	13200	30346271	6813	51.61	15996956	52.71	0.9791	0	0	0	
0	0.9823	400	gene	17600	30341871	9114	51.78	15994655	52.71	0.9823	0	0	0	
0	0.9880	500	gene	22000	30337471	11458	52.08	15992311	52.71	0.9880	0	0	0	
0	0.9934	600	gene	26358	30333113	13803	52.37	15989966	52.71	0.9934	0	0	0	
0	0.9980	700	gene	30566	30328905	16081	52.61	15987688	52.71	0.9980	0	0	0	
0	1.0039	800	gene	34666	30324805	18346	52.92	15985423	52.71	1.0039	0	0	0	
0	1.0113	900	gene	38766	30320705	20665	53.31	15983104	52.71	1.0113	0	0	0	
0	1.0136	1000	gene	42866	30316605	22904	53.43	15980865	52.71	1.0136	0	0	0	
0	1.0207	1100	gene	46966	30312505	25269	53.80	15978500	52.71	1.0207	0	0	0	
0	1.0304	1200	gene	51066	30308405	27737	54.32	15976032	52.71	1.0304	0	0	0	
0	1.0415	1300	gene	55166	30304305	30286	54.90	15973483	52.71	1.0415	0	0	0	
0	1.0511	1400	gene	59266	30300205	32836	55.40	15970933	52.71	1.0511	0	0	0	
0	1.0594	1500	gene	63366	30296105	35384	55.84	15968385	52.71	1.0594	0	0	0	
0	1.0658	1600	gene	67466	30292005	37899	56.17	15965870	52.71	1.0658	0	0	0	
0	1.0705	1700	gene	71566	30287905	40378	56.42	15963391	52.71	1.0705	0	0	0	
0	1.0746	1800	gene	75624	30283847	42829	56.63	15960940	52.70	1.0746	0	0	0	
0	1.0792	1900	gene	79624	30279847	45287	56.88	15958482	52.70	1.0792	0	0	0	
0	1.0800	2000	gene	83624	30275847	47599	56.92	15956170	52.70	1.0800	0	0	0	
0	1.0815	2100	gene	87624	30271847	49942	57.00	15953827	52.70	1.0815	0	0	0	
0	1.0819	2200	gene	91624	30267847	52242	57.02	15951527	52.70	1.0819	0	0	0	
0	1.0823	2300	gene	95624	30263847	54542	57.04	15949227	52.70	1.0823	0	0	0	
0	1.0818	2400	gene	99624	30259847	56799	57.01	15946970	52.70	1.0818	0	0	0	
0	1.0820	2500	gene	103624	30255847	59085	57.02	15944684	52.70	1.0820	0	0	0	
0	1.0831	2600	gene	107624	30251847	61432	57.08	15942337	52.70	1.0831	0	0	0	
0	1.0843	2700	gene	111624	30247847	63785	57.14	15939984	52.70	1.0843	0	0	0	
0	1.0854	2800	gene	115624	30243847	66135	57.20	15937634	52.70	1.0854	0	0	0	
0	1.0867	2900	gene	119624	30239847	68503	57.27	15935266	52.70	1.0867	0	0	0	
0	1.0887	3000	gene	123624	30235847	70925	57.37	15932844	52.70	1.0887	0	0	0	
0	1.0896	3100	gene	127524	30231947	73221	57.42	15930548	52.69	1.0896	0	0	0	
0	1.0896	3200	gene	131273	30228198	75372	57.42	15928397	52.69	1.0896	0	0	0	
0	1.0896	3300	gene	134973	30224498	77497	57.42	15926272	52.69	1.0896	0	0	0	
0	1.0893	3400	gene	138644	30220827	79576	57.40	15924193	52.69	1.0893	0	0	0	
0	1.0892	3500	gene	142244	30217227	81636	57.39	15922133	52.69	1.0892	0	0	0	
0	1.0906	3600	gene	145777	30213694	83769	57.46	15920000	52.69	1.0906	0	0	0	
0	1.0928	3700	gene	149277	30210194	85952	57.58	15917817	52.69	1.0928	0	0	0	
0	1.0944	3800	gene	152777	30206694	88098	57.66	15915671	52.69	1.0944	0	0	0	
0	1.0955	3900	gene	156277	30203194	90200	57.72	15913569	52.69	1.0955	0	0	0	
0	1.0965	4000	gene	159777	30199694	92309	57.77	15911460	52.69	1.0965	0	0	0	
0	1.0983	4100	gene	163277	30196194	94479	57.86	15909290	52.69	1.0983	0	0	0	
0	1.1003	4200	gene	166777	30192694	96676	57.97	15907093	52.69	1.1003	0	0	0	
0	1.1016	4300	gene	170277	30189194	98827	58.04	15904942	52.68	1.1016	0	0	0	
0	1.1025	4400	gene	173777	30185694	100934	58.08	15902835	52.68	1.1025	0	0	0	
0	1.1031	4500	gene	177277	30182194	103026	58.12	15900743	52.68	1.1031	0	0	0	
0	1.1031	4600	gene	180777	30178694	105056	58.11	15898713	52.68	1.1031	0	0	0	
0	1.1038	4700	gene	184277	30175194	107156	58.15	15896613	52.68	1.1038	0	0	0	
0	1.1047	4800	gene	187777	30171694	109278	58.20	15894491	52.68	1.1047	0	0	0	
0	1.1057	4900	gene	191277	30168194	111411	58.25	15892358	52.68	1.1057	0	0	0	
0	1.1063	5000	gene	194777	30164694	113511	58.28	15890258	52.68	1.1063	0	0	0	
