Run	Real_ratio	Bp	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
2	0.6901	100	satellite	4600	30395652	155	3.37	1905424	6.27	0.5375	0	0	2	
2	0.7153	100	transposable_element	4600	30395652	353	7.67	5071977	16.69	0.4599	1	0	1	
3	1.8700	100	DNA_replication_origin	4600	30395652	300	6.52	1060090	3.49	1.8700	0	1	2	*****
3	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	457	9.93	3982345	13.10	0.7583	1	0	2	
3	1.0195	100	gene	4600	30395652	2600	56.52	16021857	52.71	1.0723	1	0	2	
3	1.1000	100	open_chromatin_state_1	4600	30395652	745	16.20	3453755	11.36	1.4253	2	0	1	
3	2.3983	100	open_chromatin_state_2	4600	30395652	480	10.43	3100170	10.20	1.0231	0	0	3	*****
3	0.7004	100	open_chromatin_state_3	4600	30395652	455	9.89	3122395	10.27	0.9629	2	0	1	
3	0.9681	100	open_chromatin_state_4	4600	30395652	181	3.93	4778219	15.72	0.2503	2	0	1	
3	0.8966	100	open_chromatin_state_5	4600	30395652	291	6.33	4422159	14.55	0.4348	2	0	1	
3	0.7982	100	open_chromatin_state_6	4600	30395652	620	13.48	3311150	10.89	1.2373	2	0	1	
3	0.7790	100	open_chromatin_state_7	4600	30395652	800	17.39	3129700	10.30	1.6890	2	0	1	
3	1.1013	100	open_chromatin_state_8	4600	30395652	241	5.24	2400209	7.90	0.6635	1	0	2	
3	0.2468	100	open_chromatin_state_9	4600	30395652	787	17.11	2676413	8.81	1.9430	3	0	0	*****
3	0.0000	100	pseudogene	4600	30395652	100	2.17	225403	0.74	2.9315	3	0	0	
3	0.6901	100	satellite	4600	30395652	431	9.37	1905148	6.27	1.4949	1	0	2	
3	0.7153	100	transposable_element	4600	30395652	900	19.57	5071430	16.68	1.1726	2	0	1	
4	1.8700	100	DNA_replication_origin	4600	30395652	106	2.30	1060284	3.49	0.6606	0	1	3	*****
4	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	327	7.11	3982475	13.10	0.5426	1	0	3	
4	1.0195	100	gene	4600	30395652	2432	52.87	16022025	52.71	1.0030	1	0	3	
4	1.1000	100	open_chromatin_state_1	4600	30395652	500	10.87	3454000	11.36	0.9565	2	0	2	
4	2.3983	100	open_chromatin_state_2	4600	30395652	687	14.93	3099963	10.20	1.4644	0	0	4	*****
4	0.7004	100	open_chromatin_state_3	4600	30395652	462	10.04	3122388	10.27	0.9777	3	0	1	
4	0.9681	100	open_chromatin_state_4	4600	30395652	800	17.39	4777600	15.72	1.1065	3	0	1	
4	0.8966	100	open_chromatin_state_5	4600	30395652	600	13.04	4421850	14.55	0.8966	2	1	1	
4	0.7982	100	open_chromatin_state_6	4600	30395652	388	8.43	3311382	10.89	0.7742	2	0	2	
4	0.7790	100	open_chromatin_state_7	4600	30395652	550	11.96	3129950	10.30	1.1611	3	0	1	
4	1.1013	100	open_chromatin_state_8	4600	30395652	413	8.98	2400037	7.90	1.1371	2	0	2	
4	0.2468	100	open_chromatin_state_9	4600	30395652	200	4.35	2677000	8.81	0.4937	4	0	0	*****
4	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	3	1	0	
4	0.6901	100	satellite	4600	30395652	345	7.50	1905234	6.27	1.1965	2	0	2	
4	0.7153	100	transposable_element	4600	30395652	895	19.46	5071435	16.68	1.1661	3	0	1	
5	1.8700	100	DNA_replication_origin	4600	30395652	300	6.52	1060090	3.49	1.8700	0	2	3	*****
5	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	600	13.04	3982202	13.10	0.9956	1	0	4	
5	1.0195	100	gene	4600	30395652	2435	52.93	16022022	52.71	1.0042	1	0	4	
5	1.1000	100	open_chromatin_state_1	4600	30395652	400	8.70	3454100	11.36	0.7652	2	0	3	
5	2.3983	100	open_chromatin_state_2	4600	30395652	310	6.74	3100340	10.20	0.6607	0	0	5	*****
5	0.7004	100	open_chromatin_state_3	4600	30395652	449	9.76	3122401	10.27	0.9502	4	0	1	
5	0.9681	100	open_chromatin_state_4	4600	30395652	577	12.54	4777823	15.72	0.7980	3	0	2	
5	0.8966	100	open_chromatin_state_5	4600	30395652	718	15.61	4421732	14.55	1.0730	3	1	1	
5	0.7982	100	open_chromatin_state_6	4600	30395652	795	17.28	3310975	10.89	1.5866	3	0	2	
5	0.7790	100	open_chromatin_state_7	4600	30395652	451	9.80	3130049	10.30	0.9521	4	0	1	
5	1.1013	100	open_chromatin_state_8	4600	30395652	300	6.52	2400150	7.90	0.8259	2	0	3	
5	0.2468	100	open_chromatin_state_9	4600	30395652	600	13.04	2676600	8.81	1.4812	5	0	0	*****
5	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	3	2	0	
5	0.6901	100	satellite	4600	30395652	215	4.67	1905364	6.27	0.7456	3	0	2	
5	0.7153	100	transposable_element	4600	30395652	827	17.98	5071503	16.68	1.0775	4	0	1	
6	1.8700	100	DNA_replication_origin	4600	30395652	370	8.04	1060020	3.49	2.3064	1	2	3	
6	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	414	9.00	3982388	13.10	0.6869	1	0	5	
6	1.0195	100	gene	4600	30395652	2144	46.61	16022313	52.71	0.8842	1	0	5	
6	1.1000	100	open_chromatin_state_1	4600	30395652	700	15.22	3453800	11.36	1.3392	3	0	3	
6	2.3983	100	open_chromatin_state_2	4600	30395652	400	8.70	3100250	10.20	0.8525	0	0	6	*****
6	0.7004	100	open_chromatin_state_3	4600	30395652	700	15.22	3122150	10.27	1.4815	5	0	1	
6	0.9681	100	open_chromatin_state_4	4600	30395652	511	11.11	4777889	15.72	0.7067	3	0	3	
6	0.8966	100	open_chromatin_state_5	4600	30395652	500	10.87	4421950	14.55	0.7472	3	1	2	
6	0.7982	100	open_chromatin_state_6	4600	30395652	536	11.65	3311234	10.89	1.0696	4	0	2	
6	0.7790	100	open_chromatin_state_7	4600	30395652	300	6.52	3130200	10.30	0.6333	4	0	2	
6	1.1013	100	open_chromatin_state_8	4600	30395652	753	16.37	2399697	7.89	2.0734	3	0	3	
6	0.2468	100	open_chromatin_state_9	4600	30395652	200	4.35	2677000	8.81	0.4937	6	0	0	*****
6	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	3	3	0	
6	0.6901	100	satellite	4600	30395652	306	6.65	1905273	6.27	1.0613	4	0	2	
6	0.7153	100	transposable_element	4600	30395652	573	12.46	5071757	16.69	0.7465	5	0	1	
7	1.8700	100	DNA_replication_origin	4600	30395652	400	8.70	1059990	3.49	2.4935	2	2	3	
7	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	720	15.65	3982082	13.10	1.1947	1	0	6	
7	1.0195	100	gene	4600	30395652	2023	43.98	16022434	52.71	0.8343	1	0	6	
7	1.1000	100	open_chromatin_state_1	4600	30395652	404	8.78	3454096	11.36	0.7729	3	0	4	
7	2.3983	100	open_chromatin_state_2	4600	30395652	777	16.89	3099873	10.20	1.6563	0	0	7	*****
7	0.7004	100	open_chromatin_state_3	4600	30395652	594	12.91	3122256	10.27	1.2571	6	0	1	
7	0.9681	100	open_chromatin_state_4	4600	30395652	400	8.70	4778000	15.72	0.5532	3	0	4	
7	0.8966	100	open_chromatin_state_5	4600	30395652	623	13.54	4421827	14.55	0.9310	4	1	2	
7	0.7982	100	open_chromatin_state_6	4600	30395652	400	8.70	3311370	10.89	0.7982	4	1	2	
7	0.7790	100	open_chromatin_state_7	4600	30395652	502	10.91	3129998	10.30	1.0598	5	0	2	
7	1.1013	100	open_chromatin_state_8	4600	30395652	200	4.35	2400250	7.90	0.5506	3	0	4	
7	0.2468	100	open_chromatin_state_9	4600	30395652	700	15.22	2676500	8.81	1.7282	7	0	0	*****
7	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	3	4	0	
7	0.6901	100	satellite	4600	30395652	171	3.72	1905408	6.27	0.5930	4	0	3	
7	0.7153	100	transposable_element	4600	30395652	700	15.22	5071630	16.69	0.9120	6	0	1	
8	1.8700	100	DNA_replication_origin	4600	30395652	0	0.00	1060390	3.49	0.0000	2	2	4	
8	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	446	9.70	3982356	13.10	0.7400	1	0	7	
8	1.0195	100	gene	4600	30395652	2515	54.67	16021942	52.71	1.0372	2	0	6	
8	1.1000	100	open_chromatin_state_1	4600	30395652	200	4.35	3454300	11.36	0.3826	3	0	5	
8	2.3983	100	open_chromatin_state_2	4600	30395652	240	5.22	3100410	10.20	0.5115	0	0	8	*****
8	0.7004	100	open_chromatin_state_3	4600	30395652	600	13.04	3122250	10.27	1.2698	7	0	1	
8	0.9681	100	open_chromatin_state_4	4600	30395652	1060	23.04	4777340	15.72	1.4661	4	0	4	
8	0.8966	100	open_chromatin_state_5	4600	30395652	500	10.87	4421950	14.55	0.7472	4	1	3	
8	0.7982	100	open_chromatin_state_6	4600	30395652	800	17.39	3310970	10.89	1.5966	5	1	2	
8	0.7790	100	open_chromatin_state_7	4600	30395652	600	13.04	3129900	10.30	1.2667	6	0	2	
8	1.1013	100	open_chromatin_state_8	4600	30395652	300	6.52	2400150	7.90	0.8259	3	0	5	
8	0.2468	100	open_chromatin_state_9	4600	30395652	300	6.52	2676900	8.81	0.7405	8	0	0	*****
8	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	3	5	0	
8	0.6901	100	satellite	4600	30395652	387	8.41	1905192	6.27	1.3422	5	0	3	
8	0.7153	100	transposable_element	4600	30395652	555	12.07	5071775	16.69	0.7231	7	0	1	
9	1.8700	100	DNA_replication_origin	4600	30395652	0	0.00	1060390	3.49	0.0000	2	2	5	
9	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	752	16.35	3982050	13.10	1.2479	1	0	8	
9	1.0195	100	gene	4600	30395652	2444	53.13	16022013	52.71	1.0079	2	0	7	
9	1.1000	100	open_chromatin_state_1	4600	30395652	400	8.70	3454100	11.36	0.7652	3	0	6	
9	2.3983	100	open_chromatin_state_2	4600	30395652	600	13.04	3100050	10.20	1.2789	0	0	9	*****
9	0.7004	100	open_chromatin_state_3	4600	30395652	400	8.70	3122450	10.27	0.8465	8	0	1	
9	0.9681	100	open_chromatin_state_4	4600	30395652	877	19.07	4777523	15.72	1.2130	5	0	4	
9	0.8966	100	open_chromatin_state_5	4600	30395652	623	13.54	4421827	14.55	0.9310	5	1	3	
9	0.7982	100	open_chromatin_state_6	4600	30395652	800	17.39	3310970	10.89	1.5966	6	1	2	
9	0.7790	100	open_chromatin_state_7	4600	30395652	400	8.70	3130100	10.30	0.8444	7	0	2	
9	1.1013	100	open_chromatin_state_8	4600	30395652	300	6.52	2400150	7.90	0.8259	3	0	6	
9	0.2468	100	open_chromatin_state_9	4600	30395652	200	4.35	2677000	8.81	0.4937	9	0	0	*****
9	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	3	6	0	
9	0.6901	100	satellite	4600	30395652	195	4.24	1905384	6.27	0.6762	5	0	4	
9	0.7153	100	transposable_element	4600	30395652	600	13.04	5071730	16.69	0.7817	8	0	1	
10	1.8700	100	DNA_replication_origin	4600	30395652	300	6.52	1060090	3.49	1.8700	2	3	5	
10	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	913	19.85	3981889	13.10	1.5151	1	0	9	
10	1.0195	100	gene	4600	30395652	2230	48.48	16022227	52.71	0.9197	2	0	8	
10	1.1000	100	open_chromatin_state_1	4600	30395652	400	8.70	3454100	11.36	0.7652	3	0	7	
10	2.3983	100	open_chromatin_state_2	4600	30395652	494	10.74	3100156	10.20	1.0529	0	0	10	*****
10	0.7004	100	open_chromatin_state_3	4600	30395652	606	13.17	3122244	10.27	1.2825	9	0	1	
10	0.9681	100	open_chromatin_state_4	4600	30395652	1058	23.00	4777342	15.72	1.4634	6	0	4	
10	0.8966	100	open_chromatin_state_5	4600	30395652	842	18.30	4421608	14.55	1.2583	6	1	3	
10	0.7982	100	open_chromatin_state_6	4600	30395652	300	6.52	3311470	10.89	0.5986	6	1	3	
10	0.7790	100	open_chromatin_state_7	4600	30395652	300	6.52	3130200	10.30	0.6333	7	0	3	
10	1.1013	100	open_chromatin_state_8	4600	30395652	200	4.35	2400250	7.90	0.5506	3	0	7	
10	0.2468	100	open_chromatin_state_9	4600	30395652	400	8.70	2676800	8.81	0.9874	10	0	0	*****
10	0.0000	100	pseudogene	4600	30395652	300	6.52	225203	0.74	8.8024	4	6	0	
10	0.6901	100	satellite	4600	30395652	309	6.72	1905270	6.27	1.0717	6	0	4	
10	0.7153	100	transposable_element	4600	30395652	400	8.70	5071930	16.69	0.5211	8	0	2	
11	1.8700	100	DNA_replication_origin	4600	30395652	100	2.17	1060290	3.49	0.6232	2	3	6	
11	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	937	20.37	3981865	13.10	1.5549	1	0	10	
11	1.0195	100	gene	4600	30395652	2673	58.11	16021784	52.71	1.1024	3	0	8	
11	1.1000	100	open_chromatin_state_1	4600	30395652	973	21.15	3453527	11.36	1.8617	4	0	7	
11	2.3983	100	open_chromatin_state_2	4600	30395652	427	9.28	3100223	10.20	0.9101	0	0	11	*****
11	0.7004	100	open_chromatin_state_3	4600	30395652	337	7.33	3122513	10.27	0.7131	10	0	1	
11	0.9681	100	open_chromatin_state_4	4600	30395652	517	11.24	4777883	15.72	0.7150	6	0	5	
11	0.8966	100	open_chromatin_state_5	4600	30395652	783	17.02	4421667	14.55	1.1701	7	1	3	
11	0.7982	100	open_chromatin_state_6	4600	30395652	800	17.39	3310970	10.89	1.5966	7	1	3	
11	0.7790	100	open_chromatin_state_7	4600	30395652	363	7.89	3130137	10.30	0.7663	7	0	4	
11	1.1013	100	open_chromatin_state_8	4600	30395652	175	3.80	2400275	7.90	0.4818	3	0	8	
11	0.2468	100	open_chromatin_state_9	4600	30395652	225	4.89	2676975	8.81	0.5554	11	0	0	*****
11	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	4	7	0	
11	0.6901	100	satellite	4600	30395652	423	9.20	1905156	6.27	1.4671	7	0	4	
11	0.7153	100	transposable_element	4600	30395652	266	5.78	5072064	16.69	0.3465	8	0	3	
12	1.8700	100	DNA_replication_origin	4600	30395652	100	2.17	1060290	3.49	0.6232	2	3	7	
12	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	525	11.41	3982277	13.10	0.8711	1	0	11	
12	1.0195	100	gene	4600	30395652	2546	55.35	16021911	52.71	1.0500	4	0	8	
12	1.1000	100	open_chromatin_state_1	4600	30395652	504	10.96	3453996	11.36	0.9642	4	0	8	
12	2.3983	100	open_chromatin_state_2	4600	30395652	288	6.26	3100362	10.20	0.6138	0	0	12	*****
12	0.7004	100	open_chromatin_state_3	4600	30395652	665	14.46	3122185	10.27	1.4074	11	0	1	
12	0.9681	100	open_chromatin_state_4	4600	30395652	788	17.13	4777612	15.72	1.0899	7	0	5	
12	0.8966	100	open_chromatin_state_5	4600	30395652	800	17.39	4421650	14.55	1.1955	8	1	3	
12	0.7982	100	open_chromatin_state_6	4600	30395652	424	9.22	3311346	10.89	0.8461	8	1	3	
12	0.7790	100	open_chromatin_state_7	4600	30395652	731	15.89	3129769	10.30	1.5433	8	0	4	
12	1.1013	100	open_chromatin_state_8	4600	30395652	200	4.35	2400250	7.90	0.5506	3	0	9	
12	0.2468	100	open_chromatin_state_9	4600	30395652	200	4.35	2677000	8.81	0.4937	12	0	0	*****
12	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	4	8	0	
12	0.6901	100	satellite	4600	30395652	257	5.59	1905322	6.27	0.8913	8	0	4	
12	0.7153	100	transposable_element	4600	30395652	431	9.37	5071899	16.69	0.5615	8	0	4	
13	1.8700	100	DNA_replication_origin	4600	30395652	400	8.70	1059990	3.49	2.4935	3	3	7	
13	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	448	9.74	3982354	13.10	0.7433	1	0	12	
13	1.0195	100	gene	4600	30395652	1839	39.98	16022618	52.71	0.7584	4	0	9	
13	1.1000	100	open_chromatin_state_1	4600	30395652	200	4.35	3454300	11.36	0.3826	4	0	9	
13	2.3983	100	open_chromatin_state_2	4600	30395652	200	4.35	3100450	10.20	0.4262	0	0	13	*****
13	0.7004	100	open_chromatin_state_3	4600	30395652	600	13.04	3122250	10.27	1.2698	12	0	1	
13	0.9681	100	open_chromatin_state_4	4600	30395652	1000	21.74	4777400	15.72	1.3831	8	0	5	
13	0.8966	100	open_chromatin_state_5	4600	30395652	700	15.22	4421750	14.55	1.0461	9	1	3	
13	0.7982	100	open_chromatin_state_6	4600	30395652	791	17.20	3310979	10.89	1.5786	9	1	3	
13	0.7790	100	open_chromatin_state_7	4600	30395652	309	6.72	3130191	10.30	0.6523	8	0	5	
13	1.1013	100	open_chromatin_state_8	4600	30395652	304	6.61	2400146	7.90	0.8369	3	0	10	
13	0.2468	100	open_chromatin_state_9	4600	30395652	496	10.78	2676704	8.81	1.2244	13	0	0	*****
13	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	4	9	0	
13	0.6901	100	satellite	4600	30395652	120	2.61	1905459	6.27	0.4161	8	0	5	
13	0.7153	100	transposable_element	4600	30395652	796	17.30	5071534	16.69	1.0371	9	0	4	
14	1.8700	100	DNA_replication_origin	4600	30395652	2	0.04	1060388	3.49	0.0125	3	3	8	
14	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	953	20.72	3981849	13.10	1.5815	1	0	13	
14	1.0195	100	gene	4600	30395652	2390	51.96	16022067	52.71	0.9857	4	0	10	
14	1.1000	100	open_chromatin_state_1	4600	30395652	581	12.63	3453919	11.36	1.1115	5	0	9	
14	2.3983	100	open_chromatin_state_2	4600	30395652	595	12.93	3100055	10.20	1.2682	0	0	14	*****
14	0.7004	100	open_chromatin_state_3	4600	30395652	451	9.80	3122399	10.27	0.9544	13	0	1	
14	0.9681	100	open_chromatin_state_4	4600	30395652	1076	23.39	4777324	15.72	1.4883	9	0	5	
14	0.8966	100	open_chromatin_state_5	4600	30395652	648	14.09	4421802	14.55	0.9683	10	1	3	
14	0.7982	100	open_chromatin_state_6	4600	30395652	349	7.59	3311421	10.89	0.6964	9	1	4	
14	0.7790	100	open_chromatin_state_7	4600	30395652	400	8.70	3130100	10.30	0.8444	9	0	5	
14	1.1013	100	open_chromatin_state_8	4600	30395652	300	6.52	2400150	7.90	0.8259	3	0	11	
14	0.2468	100	open_chromatin_state_9	4600	30395652	200	4.35	2677000	8.81	0.4937	14	0	0	*****
14	0.0000	100	pseudogene	4600	30395652	100	2.17	225403	0.74	2.9315	5	9	0	
14	0.6901	100	satellite	4600	30395652	469	10.20	1905110	6.27	1.6267	9	0	5	
14	0.7153	100	transposable_element	4600	30395652	470	10.22	5071860	16.69	0.6123	9	0	5	
15	1.8700	100	DNA_replication_origin	4600	30395652	200	4.35	1060190	3.49	1.2465	3	3	9	
15	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	568	12.35	3982234	13.10	0.9425	1	0	14	
15	1.0195	100	gene	4600	30395652	2291	49.80	16022166	52.71	0.9448	4	0	11	
15	1.1000	100	open_chromatin_state_1	4600	30395652	444	9.65	3454056	11.36	0.8494	5	0	10	
15	2.3983	100	open_chromatin_state_2	4600	30395652	556	12.09	3100094	10.20	1.1851	0	0	15	*****
15	0.7004	100	open_chromatin_state_3	4600	30395652	500	10.87	3122350	10.27	1.0581	14	0	1	
15	0.9681	100	open_chromatin_state_4	4600	30395652	542	11.78	4777858	15.72	0.7496	9	0	6	
15	0.8966	100	open_chromatin_state_5	4600	30395652	400	8.70	4422050	14.55	0.5977	10	1	4	
15	0.7982	100	open_chromatin_state_6	4600	30395652	800	17.39	3310970	10.89	1.5966	10	1	4	
15	0.7790	100	open_chromatin_state_7	4600	30395652	400	8.70	3130100	10.30	0.8444	10	0	5	
15	1.1013	100	open_chromatin_state_8	4600	30395652	258	5.61	2400192	7.90	0.7103	3	0	12	
15	0.2468	100	open_chromatin_state_9	4600	30395652	700	15.22	2676500	8.81	1.7282	15	0	0	*****
15	0.0000	100	pseudogene	4600	30395652	100	2.17	225403	0.74	2.9315	6	9	0	
15	0.6901	100	satellite	4600	30395652	264	5.74	1905315	6.27	0.9156	10	0	5	
15	0.7153	100	transposable_element	4600	30395652	700	15.22	5071630	16.69	0.9120	10	0	5	
16	1.8700	100	DNA_replication_origin	4600	30395652	0	0.00	1060390	3.49	0.0000	3	3	10	
16	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	487	10.59	3982315	13.10	0.8081	1	0	15	
16	1.0195	100	gene	4600	30395652	2611	56.76	16021846	52.71	1.0768	5	0	11	
16	1.1000	100	open_chromatin_state_1	4600	30395652	600	13.04	3453900	11.36	1.1479	6	0	10	
16	2.3983	100	open_chromatin_state_2	4600	30395652	0	0.00	3100650	10.20	0.0000	0	0	16	*****
16	0.7004	100	open_chromatin_state_3	4600	30395652	876	19.04	3121974	10.27	1.8541	15	0	1	
16	0.9681	100	open_chromatin_state_4	4600	30395652	464	10.09	4777936	15.72	0.6417	9	0	7	
16	0.8966	100	open_chromatin_state_5	4600	30395652	598	13.00	4421852	14.55	0.8936	10	1	5	
16	0.7982	100	open_chromatin_state_6	4600	30395652	500	10.87	3311270	10.89	0.9978	11	1	4	
16	0.7790	100	open_chromatin_state_7	4600	30395652	824	17.91	3129676	10.30	1.7397	11	0	5	
16	1.1013	100	open_chromatin_state_8	4600	30395652	338	7.35	2400112	7.90	0.9305	3	0	13	
16	0.2468	100	open_chromatin_state_9	4600	30395652	400	8.70	2676800	8.81	0.9874	16	0	0	*****
16	0.0000	100	pseudogene	4600	30395652	0	0.00	225503	0.74	0.0000	6	10	0	
16	0.6901	100	satellite	4600	30395652	225	4.89	1905354	6.27	0.7803	11	0	5	
16	0.7153	100	transposable_element	4600	30395652	822	17.87	5071508	16.68	1.0710	11	0	5	
17	1.8700	100	DNA_replication_origin	4600	30395652	100	2.17	1060290	3.49	0.6232	3	3	11	
17	1.8836	100	DNAseI_hypersensitive_site	4600	30395652	711	15.46	3982091	13.10	1.1798	1	0	16	
17	1.0195	100	gene	4600	30395652	2580	56.09	16021877	52.71	1.0640	6	0	11	
17	1.1000	100	open_chromatin_state_1	4600	30395652	390	8.48	3454110	11.36	0.7461	6	0	11	
17	2.3983	100	open_chromatin_state_2	4600	30395652	766	16.65	3099884	10.20	1.6328	0	0	17	*****
17	0.7004	100	open_chromatin_state_3	4600	30395652	300	6.52	3122550	10.27	0.6348	15	0	2	
17	0.9681	100	open_chromatin_state_4	4600	30395652	845	18.37	4777555	15.72	1.1687	10	0	7	
17	0.8966	100	open_chromatin_state_5	4600	30395652	699	15.20	4421751	14.55	1.0446	11	1	5	
17	0.7982	100	open_chromatin_state_6	4600	30395652	600	13.04	3311170	10.89	1.1974	12	1	4	
17	0.7790	100	open_chromatin_state_7	4600	30395652	200	4.35	3130300	10.30	0.4222	11	0	6	
