Run	Real_ratio	Bp	Feature	Breakpoint_region_bp	Non_breakpoint_region_bp	Feature_bp_inside	%Inside	Feature_bp_outside	%Outside	Shuffled_ratio	Above	Same	Below
1	0.5221	1000	open_chromatin_state_9	30000	30329471	4000	13.33	2673200	8.81	1.5128	1	0	0	*****
1	1.0012	1000	protein	30000	30329471	12207	40.69	13587572	44.80	0.9083	0	0	1	*****
1	0.0000	1000	pseudogene	30000	30329471	0	0.00	225503	0.74	0.0000	0	1	0	
1	0.0000	1000	pseudogenic_exon	30000	30329471	0	0.00	207487	0.68	0.0000	0	1	0	
1	0.0000	1000	pseudogenic_transcript	30000	30329471	0	0.00	225503	0.74	0.0000	0	1	0	
1	0.6445	1000	satellite	30000	30329471	2310	7.70	1901612	6.27	1.2281	1	0	0	*****
1	0.0000	1000	snRNA	30000	30329471	0	0.00	337	0.00	0.0000	0	1	0	
1	0.0000	1000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	1	0	
1	0.0000	1000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	0	1	0	
1	1.0760	1000	three_prime_UTR	30000	30329471	1318	4.39	1316426	4.34	1.0122	0	0	1	*****
1	0.4224	1000	transposable_element	30000	30329471	6741	22.47	5064504	16.70	1.3456	1	0	0	*****
1	0.4991	1000	transposable_element_gene	30000	30329471	1456	4.85	1696954	5.60	0.8674	1	0	0	*****
1	0.4334	1000	transposon_fragment	30000	30329471	6741	22.47	4935636	16.27	1.3808	1	0	0	*****
2	1.0529	1000	CDS	30000	30329471	9232	30.77	8867102	29.24	1.0526	0	0	2	*****
2	0.9543	1000	DNA_replication_origin	30000	30329471	1826	6.09	1058564	3.49	1.7439	2	0	0	*****
2	1.4364	1000	DNAseI_hypersensitive_site	30000	30329471	6231	20.77	3971095	13.09	1.5863	1	0	1	
2	1.0002	1000	exon	30000	30329471	11868	39.56	12593015	41.52	0.9528	0	0	2	*****
2	1.7759	1000	five_prime_UTR	30000	30329471	1585	5.28	847542	2.79	1.8907	1	0	1	
2	1.0242	1000	gene	30000	30329471	15701	52.34	15988068	52.71	0.9928	0	0	2	*****
2	0.9807	1000	mRNA	30000	30329471	15962	53.21	17562463	57.91	0.9189	0	0	2	
2	0.0000	1000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	2	0	
2	0.0000	1000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	2	0	
2	1.2696	1000	open_chromatin_state_1	30000	30329471	5077	16.92	3442523	11.35	1.4910	1	0	1	
2	1.6674	1000	open_chromatin_state_2	30000	30329471	3063	10.21	3091251	10.19	1.0017	0	0	2	*****
2	0.8545	1000	open_chromatin_state_3	30000	30329471	3666	12.22	3116484	10.28	1.1892	1	0	1	
2	0.7135	1000	open_chromatin_state_4	30000	30329471	5718	19.06	4760232	15.70	1.2144	2	0	0	*****
2	1.7146	1000	open_chromatin_state_5	30000	30329471	4735	15.78	4413665	14.55	1.0846	0	0	2	*****
2	0.4890	1000	open_chromatin_state_6	30000	30329471	4256	14.19	3303094	10.89	1.3026	2	0	0	*****
2	0.8223	1000	open_chromatin_state_7	30000	30329471	1926	6.42	3126024	10.31	0.6229	1	0	1	
2	0.6663	1000	open_chromatin_state_8	30000	30329471	1559	5.20	2398891	7.91	0.6570	1	0	1	
2	0.5221	1000	open_chromatin_state_9	30000	30329471	0	0.00	2677200	8.83	0.0000	1	0	1	
2	1.0012	1000	protein	30000	30329471	13482	44.94	13586297	44.80	1.0032	1	0	1	
2	0.0000	1000	pseudogene	30000	30329471	0	0.00	225503	0.74	0.0000	0	2	0	
2	0.0000	1000	pseudogenic_exon	30000	30329471	0	0.00	207487	0.68	0.0000	0	2	0	
2	0.0000	1000	pseudogenic_transcript	30000	30329471	0	0.00	225503	0.74	0.0000	0	2	0	
2	0.6445	1000	satellite	30000	30329471	2077	6.92	1901845	6.27	1.1041	2	0	0	*****
2	0.0000	1000	snRNA	30000	30329471	0	0.00	337	0.00	0.0000	0	2	0	
2	0.0000	1000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	2	0	
2	0.0000	1000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	0	2	0	
2	1.0760	1000	three_prime_UTR	30000	30329471	1017	3.39	1316727	4.34	0.7809	0	0	2	*****
2	0.4224	1000	transposable_element	30000	30329471	3951	13.17	5067294	16.71	0.7883	2	0	0	*****
2	0.4991	1000	transposable_element_gene	30000	30329471	261	0.87	1698149	5.60	0.1554	1	0	1	
2	0.4334	1000	transposon_fragment	30000	30329471	3951	13.17	4938426	16.28	0.8088	2	0	0	*****
3	1.0529	1000	CDS	30000	30329471	12531	41.77	8863803	29.23	1.4293	1	0	2	
3	0.9543	1000	DNA_replication_origin	30000	30329471	1090	3.63	1059300	3.49	1.0403	3	0	0	*****
3	1.4364	1000	DNAseI_hypersensitive_site	30000	30329471	3548	11.83	3973778	13.10	0.9027	1	0	2	
3	1.0002	1000	exon	30000	30329471	17382	57.94	12587501	41.50	1.3961	1	0	2	
3	1.7759	1000	five_prime_UTR	30000	30329471	974	3.25	848153	2.80	1.1610	1	0	2	
3	1.0242	1000	gene	30000	30329471	20253	67.51	15983516	52.70	1.2810	1	0	2	
3	0.9807	1000	mRNA	30000	30329471	22425	74.75	17556000	57.88	1.2914	1	0	2	
3	0.0000	1000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	3	0	
3	0.0000	1000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	3	0	
3	1.2696	1000	open_chromatin_state_1	30000	30329471	5937	19.79	3441663	11.35	1.7440	2	0	1	
3	1.6674	1000	open_chromatin_state_2	30000	30329471	2987	9.96	3091327	10.19	0.9769	0	0	3	*****
3	0.8545	1000	open_chromatin_state_3	30000	30329471	3826	12.75	3116324	10.27	1.2412	2	0	1	
3	0.7135	1000	open_chromatin_state_4	30000	30329471	1283	4.28	4764667	15.71	0.2722	2	0	1	
3	1.7146	1000	open_chromatin_state_5	30000	30329471	5806	19.35	4412594	14.55	1.3302	0	0	3	*****
3	0.4890	1000	open_chromatin_state_6	30000	30329471	4915	16.38	3302435	10.89	1.5046	3	0	0	*****
3	0.8223	1000	open_chromatin_state_7	30000	30329471	2246	7.49	3125704	10.31	0.7264	1	0	2	
3	0.6663	1000	open_chromatin_state_8	30000	30329471	941	3.14	2399509	7.91	0.3965	1	0	2	
3	0.5221	1000	open_chromatin_state_9	30000	30329471	2059	6.86	2675141	8.82	0.7781	2	0	1	
3	1.0012	1000	protein	30000	30329471	17658	58.86	13582121	44.78	1.3144	2	0	1	
3	0.0000	1000	pseudogene	30000	30329471	0	0.00	225503	0.74	0.0000	0	3	0	
3	0.0000	1000	pseudogenic_exon	30000	30329471	0	0.00	207487	0.68	0.0000	0	3	0	
3	0.0000	1000	pseudogenic_transcript	30000	30329471	0	0.00	225503	0.74	0.0000	0	3	0	
3	0.6445	1000	satellite	30000	30329471	1159	3.86	1902763	6.27	0.6158	2	0	1	
3	0.0000	1000	snRNA	30000	30329471	0	0.00	337	0.00	0.0000	0	3	0	
3	0.0000	1000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	3	0	
3	0.0000	1000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	0	3	0	
3	1.0760	1000	three_prime_UTR	30000	30329471	1869	6.23	1315875	4.34	1.4359	1	0	2	
3	0.4224	1000	transposable_element	30000	30329471	3981	13.27	5067264	16.71	0.7943	3	0	0	*****
3	0.4991	1000	transposable_element_gene	30000	30329471	2172	7.24	1696238	5.59	1.2945	2	0	1	
3	0.4334	1000	transposon_fragment	30000	30329471	3803	12.68	4938574	16.28	0.7785	3	0	0	*****
4	1.0529	1000	CDS	29284	30330187	7964	27.20	8868370	29.24	0.9301	1	0	3	
4	0.9543	1000	DNA_replication_origin	29284	30330187	600	2.05	1059790	3.49	0.5864	3	0	1	
4	1.4364	1000	DNAseI_hypersensitive_site	29284	30330187	6915	23.61	3970411	13.09	1.8039	2	0	2	
4	1.0002	1000	exon	29284	30330187	12242	41.80	12592641	41.52	1.0069	2	0	2	
4	1.7759	1000	five_prime_UTR	29284	30330187	827	2.82	848300	2.80	1.0097	1	0	3	
4	1.0242	1000	gene	29284	30330187	14300	48.83	15989469	52.72	0.9263	1	0	3	
4	0.9807	1000	mRNA	29284	30330187	16962	57.92	17561463	57.90	1.0004	2	0	2	
4	0.0000	1000	miRNA	29284	30330187	0	0.00	9336	0.03	0.0000	0	4	0	
4	0.0000	1000	ncRNA	29284	30330187	0	0.00	183696	0.61	0.0000	0	4	0	
4	1.2696	1000	open_chromatin_state_1	29284	30330187	4891	16.70	3442709	11.35	1.4714	3	0	1	
4	1.6674	1000	open_chromatin_state_2	29284	30330187	3366	11.49	3090948	10.19	1.1279	0	0	4	*****
4	0.8545	1000	open_chromatin_state_3	29284	30330187	2013	6.87	3118137	10.28	0.6686	2	0	2	
4	0.7135	1000	open_chromatin_state_4	29284	30330187	3483	11.89	4762467	15.70	0.7575	3	0	1	
4	1.7146	1000	open_chromatin_state_5	29284	30330187	5624	19.21	4412776	14.55	1.3200	0	0	4	*****
4	0.4890	1000	open_chromatin_state_6	29284	30330187	2167	7.40	3305183	10.90	0.6791	4	0	0	*****
4	0.8223	1000	open_chromatin_state_7	29284	30330187	2294	7.83	3125656	10.31	0.7601	1	0	3	
4	0.6663	1000	open_chromatin_state_8	29284	30330187	162	0.55	2400288	7.91	0.0699	1	0	3	
4	0.5221	1000	open_chromatin_state_9	29284	30330187	5284	18.04	2671916	8.81	2.0483	3	0	1	
4	1.0012	1000	protein	29284	30330187	11557	39.47	13588222	44.80	0.8809	2	0	2	
4	0.0000	1000	pseudogene	29284	30330187	258	0.88	225245	0.74	1.1863	1	3	0	
4	0.0000	1000	pseudogenic_exon	29284	30330187	258	0.88	207229	0.68	1.2895	1	3	0	
4	0.0000	1000	pseudogenic_transcript	29284	30330187	258	0.88	225245	0.74	1.1863	1	3	0	
4	0.6445	1000	satellite	29284	30330187	1347	4.60	1902575	6.27	0.7333	3	0	1	
4	0.0000	1000	snRNA	29284	30330187	0	0.00	337	0.00	0.0000	0	4	0	
4	0.0000	1000	snoRNA	29284	30330187	0	0.00	2174	0.01	0.0000	0	4	0	
4	0.0000	1000	tRNA	29284	30330187	0	0.00	15340	0.05	0.0000	0	4	0	
4	1.0760	1000	three_prime_UTR	29284	30330187	1680	5.74	1316064	4.34	1.3221	2	0	2	
4	0.4224	1000	transposable_element	29284	30330187	5975	20.40	5065270	16.70	1.2217	4	0	0	*****
4	0.4991	1000	transposable_element_gene	29284	30330187	2662	9.09	1695748	5.59	1.6259	3	0	1	
4	0.4334	1000	transposon_fragment	29284	30330187	5975	20.40	4936402	16.28	1.2536	4	0	0	*****
5	1.0529	1000	CDS	30000	30329471	6707	22.36	8869627	29.24	0.7645	1	0	4	
5	0.9543	1000	DNA_replication_origin	30000	30329471	0	0.00	1060390	3.50	0.0000	3	0	2	
5	1.4364	1000	DNAseI_hypersensitive_site	30000	30329471	4221	14.07	3973105	13.10	1.0741	2	0	3	
5	1.0002	1000	exon	30000	30329471	10538	35.13	12594345	41.53	0.8459	2	0	3	
5	1.7759	1000	five_prime_UTR	30000	30329471	118	0.39	849009	2.80	0.1405	1	0	4	
5	1.0242	1000	gene	30000	30329471	12660	42.20	15991109	52.72	0.8004	1	0	4	
5	0.9807	1000	mRNA	30000	30329471	13855	46.18	17564570	57.91	0.7975	2	0	3	
5	0.0000	1000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	5	0	
5	0.0000	1000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	5	0	
5	1.2696	1000	open_chromatin_state_1	30000	30329471	884	2.95	3446716	11.36	0.2593	3	0	2	
5	1.6674	1000	open_chromatin_state_2	30000	30329471	2604	8.68	3091710	10.19	0.8515	0	0	5	*****
5	0.8545	1000	open_chromatin_state_3	30000	30329471	3260	10.87	3116890	10.28	1.0574	3	0	2	
5	0.7135	1000	open_chromatin_state_4	30000	30329471	2258	7.53	4763692	15.71	0.4792	3	0	2	
5	1.7146	1000	open_chromatin_state_5	30000	30329471	4121	13.74	4414279	14.55	0.9438	0	0	5	*****
5	0.4890	1000	open_chromatin_state_6	30000	30329471	5919	19.73	3301431	10.89	1.8125	5	0	0	*****
5	0.8223	1000	open_chromatin_state_7	30000	30329471	1281	4.27	3126669	10.31	0.4142	1	0	4	
5	0.6663	1000	open_chromatin_state_8	30000	30329471	6326	21.09	2394124	7.89	2.6713	2	0	3	
5	0.5221	1000	open_chromatin_state_9	30000	30329471	3347	11.16	2673853	8.82	1.2655	4	0	1	
5	1.0012	1000	protein	30000	30329471	9959	33.20	13589820	44.81	0.7409	2	0	3	
5	0.0000	1000	pseudogene	30000	30329471	0	0.00	225503	0.74	0.0000	1	4	0	
5	0.0000	1000	pseudogenic_exon	30000	30329471	0	0.00	207487	0.68	0.0000	1	4	0	
5	0.0000	1000	pseudogenic_transcript	30000	30329471	0	0.00	225503	0.74	0.0000	1	4	0	
5	0.6445	1000	satellite	30000	30329471	3262	10.87	1900660	6.27	1.7351	4	0	1	
5	0.0000	1000	snRNA	30000	30329471	0	0.00	337	0.00	0.0000	0	5	0	
5	0.0000	1000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	5	0	
5	0.0000	1000	tRNA	30000	30329471	147	0.49	15193	0.05	9.7818	1	4	0	
5	1.0760	1000	three_prime_UTR	30000	30329471	2224	7.41	1315520	4.34	1.7092	3	0	2	
5	0.4224	1000	transposable_element	30000	30329471	6889	22.96	5064356	16.70	1.3752	5	0	0	*****
5	0.4991	1000	transposable_element_gene	30000	30329471	1342	4.47	1697068	5.60	0.7995	4	0	1	
5	0.4334	1000	transposon_fragment	30000	30329471	6889	22.96	4935488	16.27	1.4111	5	0	0	*****
6	1.0529	1000	CDS	30000	30329471	5817	19.39	8870517	29.25	0.6630	1	0	5	
6	0.9543	1000	DNA_replication_origin	30000	30329471	0	0.00	1060390	3.50	0.0000	3	0	3	
6	1.4364	1000	DNAseI_hypersensitive_site	30000	30329471	4158	13.86	3973168	13.10	1.0580	2	0	4	
6	1.0002	1000	exon	30000	30329471	9098	30.33	12595785	41.53	0.7302	2	0	4	
6	1.7759	1000	five_prime_UTR	30000	30329471	1026	3.42	848101	2.80	1.2230	1	0	5	
6	1.0242	1000	gene	30000	30329471	13707	45.69	15990062	52.72	0.8666	1	0	5	
6	0.9807	1000	mRNA	30000	30329471	15133	50.44	17563292	57.91	0.8711	2	0	4	
6	0.0000	1000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	6	0	
6	0.0000	1000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	6	0	
6	1.2696	1000	open_chromatin_state_1	30000	30329471	4446	14.82	3443154	11.35	1.3054	4	0	2	
6	1.6674	1000	open_chromatin_state_2	30000	30329471	2032	6.77	3092282	10.20	0.6643	0	0	6	*****
6	0.8545	1000	open_chromatin_state_3	30000	30329471	3335	11.12	3116815	10.28	1.0818	4	0	2	
6	0.7135	1000	open_chromatin_state_4	30000	30329471	6226	20.75	4759724	15.69	1.3224	4	0	2	
6	1.7146	1000	open_chromatin_state_5	30000	30329471	3554	11.85	4414846	14.56	0.8139	0	0	6	*****
6	0.4890	1000	open_chromatin_state_6	30000	30329471	2662	8.87	3304688	10.90	0.8144	6	0	0	*****
6	0.8223	1000	open_chromatin_state_7	30000	30329471	3190	10.63	3124760	10.30	1.0321	2	0	4	
6	0.6663	1000	open_chromatin_state_8	30000	30329471	2594	8.65	2397856	7.91	1.0937	3	0	3	
6	0.5221	1000	open_chromatin_state_9	30000	30329471	1961	6.54	2675239	8.82	0.7411	5	0	1	
6	1.0012	1000	protein	30000	30329471	11295	37.65	13588484	44.80	0.8403	2	0	4	
6	0.0000	1000	pseudogene	30000	30329471	1384	4.61	224119	0.74	6.2431	2	4	0	
6	0.0000	1000	pseudogenic_exon	30000	30329471	1384	4.61	206103	0.68	6.7888	2	4	0	
6	0.0000	1000	pseudogenic_transcript	30000	30329471	1384	4.61	224119	0.74	6.2431	2	4	0	
6	0.6445	1000	satellite	30000	30329471	1979	6.60	1901943	6.27	1.0519	5	0	1	
6	0.0000	1000	snRNA	30000	30329471	0	0.00	337	0.00	0.0000	0	6	0	
6	0.0000	1000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	6	0	
6	0.0000	1000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	1	5	0	
6	1.0760	1000	three_prime_UTR	30000	30329471	829	2.76	1316915	4.34	0.6364	3	0	3	
6	0.4224	1000	transposable_element	30000	30329471	5577	18.59	5065668	16.70	1.1130	6	0	0	*****
6	0.4991	1000	transposable_element_gene	30000	30329471	1426	4.75	1696984	5.60	0.8495	5	0	1	
6	0.4334	1000	transposon_fragment	30000	30329471	5551	18.50	4936826	16.28	1.1368	6	0	0	*****
7	1.0529	1000	CDS	30000	30329471	7581	25.27	8868753	29.24	0.8642	1	0	6	
7	0.9543	1000	DNA_replication_origin	30000	30329471	0	0.00	1060390	3.50	0.0000	3	0	4	
7	1.4364	1000	DNAseI_hypersensitive_site	30000	30329471	4093	13.64	3973233	13.10	1.0415	2	0	5	
7	1.0002	1000	exon	30000	30329471	11200	37.33	12593683	41.52	0.8991	2	0	5	
7	1.7759	1000	five_prime_UTR	30000	30329471	884	2.95	848243	2.80	1.0536	1	0	6	
7	1.0242	1000	gene	30000	30329471	12939	43.13	15990830	52.72	0.8180	1	0	6	
7	0.9807	1000	mRNA	30000	30329471	14463	48.21	17563962	57.91	0.8325	2	0	5	
7	0.0000	1000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	7	0	
7	0.0000	1000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	7	0	
7	1.2696	1000	open_chromatin_state_1	30000	30329471	3419	11.40	3444181	11.36	1.0036	4	0	3	
7	1.6674	1000	open_chromatin_state_2	30000	30329471	3720	12.40	3090594	10.19	1.2169	0	0	7	*****
7	0.8545	1000	open_chromatin_state_3	30000	30329471	2127	7.09	3118023	10.28	0.6897	4	0	3	
7	0.7135	1000	open_chromatin_state_4	30000	30329471	7997	26.66	4757953	15.69	1.6992	5	0	2	
7	1.7146	1000	open_chromatin_state_5	30000	30329471	4341	14.47	4414059	14.55	0.9942	0	0	7	*****
7	0.4890	1000	open_chromatin_state_6	30000	30329471	4086	13.62	3303264	10.89	1.2505	7	0	0	*****
7	0.8223	1000	open_chromatin_state_7	30000	30329471	1000	3.33	3126950	10.31	0.3233	2	0	5	
7	0.6663	1000	open_chromatin_state_8	30000	30329471	2310	7.70	2398140	7.91	0.9738	4	0	3	
7	0.5221	1000	open_chromatin_state_9	30000	30329471	1000	3.33	2676200	8.82	0.3778	5	0	2	
7	1.0012	1000	protein	30000	30329471	10663	35.54	13589116	44.80	0.7933	2	0	5	
7	0.0000	1000	pseudogene	30000	30329471	297	0.99	225206	0.74	1.3333	3	4	0	
7	0.0000	1000	pseudogenic_exon	30000	30329471	297	0.99	207190	0.68	1.4492	3	4	0	
7	0.0000	1000	pseudogenic_transcript	30000	30329471	297	0.99	225206	0.74	1.3333	3	4	0	
7	0.6445	1000	satellite	30000	30329471	1914	6.38	1902008	6.27	1.0174	6	0	1	
7	0.0000	1000	snRNA	30000	30329471	0	0.00	337	0.00	0.0000	0	7	0	
7	0.0000	1000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	7	0	
7	0.0000	1000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	1	6	0	
7	1.0760	1000	three_prime_UTR	30000	30329471	1211	4.04	1316533	4.34	0.9299	3	0	4	
7	0.4224	1000	transposable_element	30000	30329471	6072	20.24	5065173	16.70	1.2119	7	0	0	*****
7	0.4991	1000	transposable_element_gene	30000	30329471	1524	5.08	1696886	5.59	0.9080	6	0	1	
7	0.4334	1000	transposon_fragment	30000	30329471	6039	20.13	4936338	16.28	1.2368	7	0	0	*****
8	1.0529	1000	CDS	30000	30329471	6829	22.76	8869505	29.24	0.7784	1	0	7	
8	0.9543	1000	DNA_replication_origin	30000	30329471	1000	3.33	1059390	3.49	0.9543	3	1	4	
8	1.4364	1000	DNAseI_hypersensitive_site	30000	30329471	3817	12.72	3973509	13.10	0.9712	2	0	6	
8	1.0002	1000	exon	30000	30329471	9540	31.80	12595343	41.53	0.7657	2	0	6	
8	1.7759	1000	five_prime_UTR	30000	30329471	837	2.79	848290	2.80	0.9975	1	0	7	
8	1.0242	1000	gene	30000	30329471	11764	39.21	15992005	52.73	0.7437	1	0	7	
8	0.9807	1000	mRNA	30000	30329471	12764	42.55	17565661	57.92	0.7346	2	0	6	
8	0.0000	1000	miRNA	30000	30329471	0	0.00	9336	0.03	0.0000	0	8	0	
8	0.0000	1000	ncRNA	30000	30329471	0	0.00	183696	0.61	0.0000	0	8	0	
8	1.2696	1000	open_chromatin_state_1	30000	30329471	2414	8.05	3445186	11.36	0.7084	4	0	4	
8	1.6674	1000	open_chromatin_state_2	30000	30329471	3197	10.66	3091117	10.19	1.0456	0	0	8	*****
8	0.8545	1000	open_chromatin_state_3	30000	30329471	998	3.33	3119152	10.28	0.3235	4	0	4	
8	0.7135	1000	open_chromatin_state_4	30000	30329471	9729	32.43	4756221	15.68	2.0680	6	0	2	
8	1.7146	1000	open_chromatin_state_5	30000	30329471	5713	19.04	4412687	14.55	1.3089	0	0	8	*****
8	0.4890	1000	open_chromatin_state_6	30000	30329471	2262	7.54	3305088	10.90	0.6919	8	0	0	*****
8	0.8223	1000	open_chromatin_state_7	30000	30329471	1687	5.62	3126263	10.31	0.5455	2	0	6	
8	0.6663	1000	open_chromatin_state_8	30000	30329471	3000	10.00	2397450	7.90	1.2651	5	0	3	
8	0.5221	1000	open_chromatin_state_9	30000	30329471	1000	3.33	2676200	8.82	0.3778	5	0	3	
8	1.0012	1000	protein	30000	30329471	10354	34.51	13589425	44.81	0.7703	2	0	6	
8	0.0000	1000	pseudogene	30000	30329471	1307	4.36	224196	0.74	5.8937	4	4	0	
8	0.0000	1000	pseudogenic_exon	30000	30329471	1307	4.36	206180	0.68	6.4087	4	4	0	
8	0.0000	1000	pseudogenic_transcript	30000	30329471	1307	4.36	224196	0.74	5.8937	4	4	0	
8	0.6445	1000	satellite	30000	30329471	3260	10.87	1900662	6.27	1.7340	7	0	1	
8	0.0000	1000	snRNA	30000	30329471	0	0.00	337	0.00	0.0000	0	8	0	
8	0.0000	1000	snoRNA	30000	30329471	0	0.00	2174	0.01	0.0000	0	8	0	
8	0.0000	1000	tRNA	30000	30329471	0	0.00	15340	0.05	0.0000	1	7	0	
